date,symbol,action,shares,price,cost,planned_exit,proceeds,pnl_pct,minutes_held
2001-06-13 00:00:00-04:00,CCI,SELL_666,1061,9.492077827453613,,,10061.023480353355,-0.005030744270249683,1440.0
2001-06-13 00:00:00-04:00,JNJ,SELL_666,383,26.292848587036133,,,10060.090847826004,-0.0037326172073747213,1440.0
2001-06-13 00:00:00-04:00,EL,SELL_666,641,15.68075942993164,,,10041.315427791595,-0.0073272282656763965,1440.0
2001-06-13 00:00:00-04:00,MS,BUY_RANDOM,340,29.26895523071289,9961.396223220823,2001-06-13 11:06:00-04:00,,,
2001-06-13 00:00:00-04:00,HON,BUY_RANDOM,461,21.620500564575195,9977.017811029433,2001-06-13 11:06:00-04:00,,,
2001-06-13 00:00:00-04:00,GD,BUY_RANDOM,439,22.664505004882812,9959.667414840696,2001-06-13 11:06:00-04:00,,,
2001-06-14 00:00:00-04:00,MS,SELL_666,340,28.258819580078125,,,9598.390658569337,-0.03451218680927827,1440.0
2001-06-14 00:00:00-04:00,HON,SELL_666,461,18.980609893798828,,,8741.311099880219,-0.12210127433875333,1440.0
2001-06-14 00:00:00-04:00,GD,SELL_666,439,22.138803482055664,,,9709.215793893814,-0.023194926282920893,1440.0
2001-06-14 00:00:00-04:00,GIS,BUY_RANDOM,968,9.93486499786377,9626.56626725006,2001-06-14 11:06:00-04:00,,,
2001-06-14 00:00:00-04:00,BAC,BUY_RANDOM,609,15.784884452819824,9622.60762639904,2001-06-14 11:06:00-04:00,,,
2001-06-14 00:00:00-04:00,GE,BUY_RANDOM,74,128.5539093017578,9522.502277618407,2001-06-14 11:06:00-04:00,,,
2001-06-14 00:00:00-04:00,WFC,BUY_RANDOM,870,11.050034523010254,9623.143565053939,2001-06-14 11:06:00-04:00,,,
2001-06-14 00:00:00-04:00,CCI,BUY_RANDOM,1069,9.000072479248047,9630.698557796477,2001-06-14 11:06:00-04:00,,,
2001-06-15 00:00:00-04:00,GIS,SELL_666,968,9.9395112991333,,,9611.825490623474,0.0004676763368732554,1440.0
2001-06-15 00:00:00-04:00,BAC,SELL_666,609,15.87242317199707,,,9656.63940603447,0.0055457307551977746,1440.0
2001-06-15 00:00:00-04:00,GE,SELL_666,74,128.42236328125,,,9493.751627929687,-0.001023275147541653,1440.0
