date,portfolio_value,cash,n_positions,leverage,drawdown,regime_score,crash_active,max_positions
2018-11-15,105837.06630453444,70747.34330838764,3,0.15,-0.0071769853535759084,0.40928147854016783,True,3
2018-11-16,106222.13921707215,70847.91027817955,3,0.15,-0.0035503065565140506,0.41555445835939014,True,3
2018-11-19,105547.98804502947,70612.6233391407,3,0.15,-0.009886463242197696,0.37860849475804464,True,3
2018-11-20,105042.95450675389,70624.44815146178,3,0.15,-0.014632028271737237,0.35053920447168946,True,3
2018-11-21,104856.64184771635,70636.27494396968,3,0.15,-0.016379971749922187,0.42121124058209275,True,3
2018-11-23,105047.97052205514,70455.61416496268,3,0.15,-0.014575166388883136,0.39745746924525704,True,3
2018-11-26,105027.6694026007,70257.80292315684,3,0.15,-0.014758913737063596,0.3927854187265486,True,3
2018-11-27,105515.48613521399,70180.41527820022,3,0.15,-0.010186446295199087,0.41439238477178775,True,3
2018-11-28,106269.37652587538,70192.1677128222,3,0.15,-0.0031254558903184887,0.4104114562179149,True,3
2018-11-29,106388.56856492056,70203.92211551062,3,0.15,-0.002007253326638814,0.39882176297740535,True,3
2018-11-30,106431.46379215279,70404.11295953752,3,0.15,-0.0015875805102028764,0.4029053944296843,True,3
2018-12-03,106876.94364930251,71215.5250534766,3,0.15,0.0,0.41876223633949494,True,3
2018-12-04,106610.66796135828,83241.5327155227,2,0.15,-0.0025970577006071615,0.31862776617605937,True,2
2018-12-06,106641.70094550136,83255.47236901712,2,0.15,-0.0023314884275997217,0.3374075187049752,True,2
2018-12-07,106407.5962856323,83269.41435685035,2,0.15,-0.004521923391533956,0.25295807867093373,True,2
2018-12-10,106379.62263060172,81261.87937636673,2,0.15,-0.004766600716847655,0.25867485832174897,True,2
2018-12-11,106821.24975792576,79892.03217999262,2,0.15,-0.0006336751639956365,0.27063295502013557,True,2
2018-12-12,107103.15832700717,79905.41092506403,2,0.15,0.0,0.2872826656540307,True,2
2018-12-13,107241.90673081976,79918.79191054434,2,0.15,0.0,0.3331198924167059,True,2
2018-12-14,106655.92054154702,79932.17513680873,2,0.15,-0.005588947770590781,0.3029872475835046,True,2
2018-12-17,105767.81932057842,79739.90326446613,2,0.15,-0.013856796932251227,0.26952038758790925,True,2
2018-12-18,105764.42646250615,79364.76539505678,2,0.15,-0.013877639780431645,0.2819781034344132,True,2
2018-12-19,105363.252695771,79378.05584386499,2,0.15,-0.01764183929147969,0.31826268283449277,True,2
2018-12-20,105046.4941088183,79391.34851829598,2,0.15,-0.0205955429529649,0.3038371264536141,True,2
2018-12-21,104901.05006967735,79404.64341872247,2,0.15,-0.0219517876297917,0.2908194942249088,True,2
2018-12-24,104044.25769571001,78522.43785635587,2,0.15,-0.029920188335961325,0.2505443826340343,True,2
2018-12-26,105161.06412888685,78411.53820301578,2,0.15,-0.01950667375689377,0.16148896501370996,True,2
2018-12-27,105521.55474335866,78424.66902409581,2,0.15,-0.01616422965037557,0.16541859849382076,True,2
2018-12-28,105491.18440134752,78437.80204406731,2,0.15,-0.0164474448768527,0.15249919322595193,True,2
2018-12-31,105878.94913099246,78450.9372632985,2,0.15,-0.012831670575500994,0.16111927406152837,True,2
2019-01-02,105010.02889332603,79047.17264723933,2,0.15,-0.020904526818550304,0.1641645750614272,True,2
2019-01-03,105214.40683468517,78842.72565307046,2,0.15,-0.019005621100469047,0.12685981527688478,True,2
2019-01-04,105824.3727934091,78855.02136385684,2,0.15,-0.013332751083827194,0.16842695000408353,True,2
2019-01-07,105811.30826943778,78867.31899218858,2,0.15,-0.013454591900677645,0.1788009163418881,True,2
2019-01-08,106035.57109343159,78879.61853836474,2,0.15,-0.011363423317557549,0.20745683911003157,True,2
2019-01-09,105913.52148620646,79156.4814851639,2,0.15,-0.012491437077418838,0.23267479989943615,True,2
2019-01-10,106085.30207992771,79606.70200495991,2,0.15,-0.010885097799273656,0.3110179008981303,True,2
2019-01-11,106075.43011213776,79619.11685967735,2,0.15,-0.010992824627395733,0.30753204342568546,True,2
2019-01-14,105602.79814866999,79631.53365052094,2,0.15,-0.01540000008708104,0.29545511372007727,True,2
2019-01-15,106096.1967577168,79643.95237779264,2,0.15,-0.010799217728211331,0.32239985600071114,True,2
2019-01-16,106374.48913066996,79820.03804722689,2,0.15,-0.008196542549267515,0.34112947839457486,True,2
2019-01-17,106621.66646477752,79967.43827150817,3,0.15,-0.005881401017236213,0.42253902488218953,True,3
2019-01-18,106724.02686528774,68582.09701508013,4,0.15,-0.004939073842093949,0.5492111652404161,True,4
2019-01-22,106793.97703894589,79756.81424219091,3,0.15,-0.004270251858957489,0.46636779795591277,True,3
2019-01-23,106773.77940457573,79769.25250726916,3,0.15,-0.004481136208520803,0.49568189241947347,True,3
